horizontal velocity [m/s],vertical velocity [m/s]
11.1,-2.000000000000001
11.1,-1.0000000000000009
11.1,-1.0000000000000007
11.1,-1.0000000000000009
11.1,-2.000000000000001
11.1,-1.0000000000000009
11.1,-1.0000000000000007
11.1,-1.0000000000000007
11.1,-1.0000000000000007
11.1,-1.0000000000000009
11.1,-2.000000000000001
11.1,-2.0000000000000013
11.1,-2.000000000000001
11.1,-1.0000000000000009
11.1,-1.0000000000000009
11.1,-2.000000000000001
11.1,-1.0000000000000009
11.2,-1.0000000000000007
11.2,-1.0000000000000007
11.2,-1.0000000000000007
11.2,-1.0000000000000007
11.2,-1.0000000000000007
11.2,-1.0000000000000009
11.2,-2.000000000000001
11.2,-1.0000000000000009
11.2,-1.0000000000000007
11.2,-1.0000000000000009
11.2,-2.000000000000001
11.2,-1.0000000000000009
11.2,-1.0000000000000007
11.2,-1.0000000000000007
11.2,-1.0000000000000007
11.2,-1.0000000000000007
11.2,-1.0000000000000007
11.2,-1.0000000000000007
11.2,-1.0000000000000009
11.2,-2.000000000000001
11.2,-1.0000000000000009
11.2,-1.0000000000000007
11.2,-1.0000000000000007
11.2,-1.0000000000000007
11.2,-1.0000000000000007
11.2,-1.0000000000000007
11.2,-1.0000000000000007
11.2,-1.0000000000000007
11.2,-1.0000000000000009
11.2,-2.000000000000001
11.2,-1.0000000000000009
11.2,-1.0000000000000009
11.2,-2.000000000000001
11.2,-2.000000000000001
11.2,-1.0000000000000009
11.2,-1.0000000000000007
11.2,-1.0000000000000009
11.2,-2.000000000000001
11.2,-2.000000000000001
11.2,-1.0000000000000009
11.2,-1.0000000000000007
11.2,-1.0000000000000007
11.2,-1.0000000000000007
11.2,-1.0000000000000009
11.2,-2.000000000000001
11.2,-1.0000000000000009
11.2,-1.0000000000000009
11.2,-2.000000000000001
11.2,-1.0000000000000009
11.2,-1.0000000000000007
11.2,-1.0000000000000009
11.2,-2.000000000000001
11.2,-2.000000000000001
11.2,-1.000000000000001
11.2,-2.000000000000001
11.2,-2.000000000000001
11.2,-1.000000000000001
11.2,-2.000000000000001
11.2,-1.0000000000000009
11.2,-1.0000000000000009
11.2,-2.000000000000001
11.2,-1.000000000000001
11.2,-2.000000000000001
11.2,-2.0000000000000013
11.2,-2.000000000000001
11.2,-1.000000000000001
11.2,-2.000000000000001
11.2,-1.0000000000000009
11.2,-1.0000000000000007
11.2,-1.0000000000000007
11.2,-1.0000000000000009
11.2,-2.000000000000001
11.2,-1.0000000000000009
11.2,-1.0000000000000007
11.2,-1.0000000000000007
11.2,-1.0000000000000009
11.2,-2.000000000000001
11.2,-1.0000000000000009
11.2,-1.0000000000000007
11.2,-1.0000000000000007
11.2,-1.0000000000000007
11.2,-1.0000000000000007
11.2,-1.0000000000000007
11.2,-1.0000000000000007
11.2,-1.0000000000000007
11.2,-1.0000000000000007
11.2,-1.0000000000000007
11.2,-1.0000000000000007
11.2,-1.0000000000000007
11.2,-1.0000000000000009
11.2,-2.000000000000001
11.2,-1.0000000000000009
11.2,-1.0000000000000007
11.2,-1.0000000000000007
11.2,-1.0000000000000007
11.2,-1.0000000000000007
11.2,-1.0000000000000007
11.2,-1.0000000000000009
11.2,-2.000000000000001
11.2,-1.0000000000000009
11.2,-1.0000000000000009
11.2,-2.000000000000001
11.2,-1.000000000000001
11.2,-2.000000000000001
11.2,-1.0000000000000009
11.2,-1.0000000000000009
11.2,-2.000000000000001
11.2,-1.000000000000001
11.2,-2.000000000000001
11.2,-1.0000000000000009
11.2,-1.0000000000000007
11.2,-1.0000000000000007
11.2,-1.0000000000000007
11.2,-1.0000000000000009
11.2,-2.000000000000001
11.2,-2.000000000000001
11.2,-1.0000000000000009
11.2,-1.0000000000000007
11.2,-1.0000000000000009
11.2,-2.000000000000001
11.2,-1.0000000000000009
11.2,-1.0000000000000007
11.2,-1.0000000000000007
11.2,-1.0000000000000007
11.2,-1.0000000000000007
11.2,-1.0000000000000007
11.2,-1.0000000000000007
11.2,-1.0000000000000007
11.2,-1.0000000000000007
11.2,-1.0000000000000007
11.2,-1.0000000000000007
11.2,-1.000000000000001
11.2,-3.0000000000000018
11.2,-4.000000000000002
11.2,-1.0000000000000013
11.2,-2.000000000000001
11.2,-2.000000000000001
11.2,-1.000000000000001
11.4,-2.000000000000001
11.4,-1.0000000000000009
11.4,-1.0000000000000009
11.4,-2.000000000000001
11.4,-1.0000000000000009
11.4,-1.0000000000000007
11.4,-1.0000000000000009
11.4,-2.000000000000001
11.4,-1.0000000000000009
11.4,-1.0000000000000007
11.4,-1.0000000000000007
11.4,-1.0000000000000009
11.4,-2.000000000000001
11.4,-1.0000000000000009
11.4,-1.0000000000000007
11.4,-1.0000000000000007
11.4,-1.0000000000000009
11.4,-2.000000000000001
11.4,-1.000000000000001
11.4,-2.000000000000001
11.4,-2.0000000000000013
11.4,-2.000000000000001
11.4,-1.0000000000000009
11.4,-1.0000000000000007
11.4,-1.0000000000000009
11.4,-2.000000000000001
11.4,-2.000000000000001
11.4,-1.0000000000000009
11.4,-1.0000000000000009
11.4,-2.000000000000001
11.4,-2.000000000000001
11.4,-1.0000000000000009
11.4,-1.0000000000000007
11.4,-1.0000000000000007
11.4,-1.0000000000000007
11.4,-1.0000000000000009
11.4,-2.000000000000001
11.4,-1.000000000000001
11.4,-3.0000000000000013
11.4,-1.000000000000001
11.4,-2.000000000000001
11.4,-1.0000000000000009
11.4,-1.0000000000000009
11.4,-2.000000000000001
11.4,-2.0000000000000013
11.4,-2.0000000000000013
11.4,-2.000000000000001
11.4,-1.0000000000000009
11.4,-1.0000000000000007
11.4,-1.0000000000000007
11.4,-1.0000000000000007
11.4,-1.0000000000000007
11.4,-1.0000000000000007
11.4,-1.0000000000000007
11.4,-1.0000000000000009
11.4,-2.000000000000001
11.4,-1.0000000000000009
11.4,-1.0000000000000009
11.4,-2.000000000000001
11.4,-1.0000000000000009
11.4,-1.0000000000000007
11.4,-1.0000000000000007
11.4,-1.0000000000000007
11.4,-1.000000000000001
11.4,-3.0000000000000013
11.4,-1.000000000000001
11.4,-1.0000000000000007
11.4,-1.0000000000000007
11.4,-1.0000000000000007
11.4,-1.0000000000000007
11.4,-1.0000000000000009
11.4,-2.000000000000001
11.4,-1.0000000000000009
11.4,-1.0000000000000009
11.4,-2.000000000000001
11.4,-1.0000000000000009
11.4,-1.0000000000000009
11.4,-2.000000000000001
11.4,-2.0000000000000013
11.4,-2.0000000000000013
11.4,-3.0000000000000018
11.4,-2.0000000000000013
11.4,-1.0000000000000009
11.4,-1.0000000000000007
11.4,-1.0000000000000007
11.4,-1.0000000000000009
11.4,-2.000000000000001
11.5,-1.0000000000000009
11.5,-1.0000000000000007
11.5,-1.0000000000000009
11.5,-2.000000000000001
11.5,-1.0000000000000009
11.5,-1.0000000000000007
11.5,-1.0000000000000007
11.5,-1.0000000000000007
11.5,-1.0000000000000007
11.5,-1.0000000000000007
11.5,-1.0000000000000007
11.5,-1.0000000000000007
11.5,-1.0000000000000007
11.5,-1.0000000000000007
11.5,-1.0000000000000007
11.5,-1.0000000000000007
11.5,-1.0000000000000007
11.5,-1.0000000000000007
11.5,-1.0000000000000009
11.5,-2.000000000000001
11.5,-1.0000000000000009
11.5,-1.0000000000000007
11.5,-1.0000000000000007
11.5,-1.0000000000000009
11.5,-2.000000000000001
11.5,-2.000000000000001
11.5,-1.000000000000001
11.5,-2.000000000000001
11.6,-2.0000000000000013
11.6,-3.0000000000000013
11.6,-1.000000000000001
11.6,-1.000000000000001
11.6,-3.0000000000000013
11.6,-1.000000000000001
11.6,-1.0000000000000007
11.6,-1.0000000000000007
11.6,-1.0000000000000009
11.6,-2.000000000000001
11.6,-1.0000000000000009
11.6,-1.0000000000000007
11.6,-1.0000000000000009
11.6,-2.000000000000001
11.6,-1.0000000000000009
11.6,-1.0000000000000007
11.6,-1.0000000000000007
11.6,-1.0000000000000009
11.6,-2.000000000000001
11.6,-2.0000000000000013
11.6,-2.000000000000001
11.6,-1.000000000000001
11.6,-2.000000000000001
11.6,-2.000000000000001
11.6,-1.0000000000000009
11.6,-1.0000000000000007
11.6,-1.0000000000000009
11.6,-2.000000000000001
11.6,-2.0000000000000013
11.6,-2.000000000000001
11.6,-1.000000000000001
11.6,-2.000000000000001
11.6,-1.0000000000000009
11.6,-1.0000000000000007
11.6,-1.0000000000000009
11.6,-2.000000000000001
11.6,-1.0000000000000009
11.7,-1.0000000000000007
11.7,-1.0000000000000009
11.7,-2.000000000000001
11.7,-1.000000000000001
11.7,-2.000000000000001
11.7,-1.0000000000000009
11.7,-1.0000000000000007
11.7,-1.000000000000001
11.7,-3.0000000000000013
11.7,-2.0000000000000013
11.7,-1.0000000000000009
11.7,-1.0000000000000009
11.7,-2.000000000000001
11.7,-1.0000000000000009
11.7,-1.0000000000000009
11.7,-2.000000000000001
11.7,-1.0000000000000009
11.7,-1.0000000000000007
11.7,-1.0000000000000009
11.7,-2.000000000000001
11.7,-1.0000000000000009
11.7,-1.0000000000000007
11.7,-1.0000000000000007
11.7,-1.0000000000000007
11.7,-1.0000000000000009
11.7,-2.000000000000001
11.7,-1.0000000000000009
11.7,-1.0000000000000007
11.7,-1.0000000000000007
11.7,-1.0000000000000007
11.7,-1.0000000000000007
11.7,-1.0000000000000007
11.7,-1.0000000000000007
11.7,-1.0000000000000009
11.7,-2.000000000000001
11.7,-1.000000000000001
11.7,-2.000000000000001
11.7,-1.000000000000001
11.7,-2.000000000000001
11.7,-1.0000000000000009
11.7,-1.0000000000000009
11.7,-2.0000000000000013
11.7,-4.000000000000002
11.7,-2.0000000000000018
11.7,-2.000000000000001
11.7,-1.0000000000000009
11.7,-1.0000000000000007
11.7,-1.0000000000000007
11.7,-1.0000000000000007
11.7,-1.0000000000000007
11.7,-1.0000000000000007
11.7,-1.0000000000000009
11.7,-2.000000000000001
11.7,-1.0000000000000009
11.7,-1.0000000000000007
11.7,-1.0000000000000007
11.7,-1.0000000000000009
11.7,-2.000000000000001
11.7,-1.0000000000000009
11.7,-1.0000000000000009
11.7,-2.000000000000001
11.7,-1.0000000000000009
11.7,-1.0000000000000007
11.7,-1.0000000000000007
11.7,-1.0000000000000007
11.7,-1.0000000000000007
11.7,-1.0000000000000007
11.7,-1.0000000000000007
11.7,-1.0000000000000009
11.7,-2.000000000000001
11.7,-1.0000000000000009
11.7,-1.0000000000000007
11.7,-1.0000000000000007
11.7,-1.0000000000000007
11.7,-1.0000000000000007
11.7,-1.0000000000000007
11.7,-1.0000000000000009
11.7,-2.000000000000001
11.7,-2.000000000000001
11.7,-1.0000000000000009
11.7,-1.0000000000000007
11.7,-1.0000000000000007
11.7,-1.0000000000000007
11.7,-1.0000000000000007
11.7,-1.0000000000000009
11.7,-2.000000000000001
11.7,-1.0000000000000009
11.7,-1.0000000000000009
11.7,-2.000000000000001
11.7,-2.000000000000001
11.7,-1.000000000000001
11.7,-2.000000000000001
11.8,-1.000000000000001
11.8,-2.000000000000001
11.8,-1.0000000000000009
11.8,-1.0000000000000007
11.9,-1.0000000000000007
11.9,-1.0000000000000007
11.9,-1.0000000000000009
11.9,-2.000000000000001
11.9,-2.0000000000000013
11.9,-2.000000000000001
11.9,-1.000000000000001
11.9,-2.000000000000001
11.9,-2.0000000000000013
11.9,-2.000000000000001
11.9,-1.000000000000001
11.9,-2.000000000000001
11.9,-1.0000000000000009
11.9,-1.0000000000000007
11.9,-1.0000000000000009
11.9,-2.000000000000001
11.9,-2.0000000000000013
11.9,-2.000000000000001
11.9,-1.0000000000000009
11.9,-1.0000000000000007
11.9,-1.0000000000000007
11.9,-1.0000000000000007
11.9,-1.0000000000000009
11.9,-2.000000000000001
11.9,-1.0000000000000009
11.9,-1.0000000000000009
11.9,-2.000000000000001
11.9,-1.0000000000000009
11.9,-1.0000000000000007
11.9,-1.0000000000000007
11.9,-1.0000000000000009
11.9,-2.000000000000001
11.9,-1.0000000000000009
11.9,-1.0000000000000007
11.9,-1.0000000000000007
11.9,-1.0000000000000009
11.9,-2.000000000000001
11.9,-2.000000000000001
11.9,-1.0000000000000009
11.9,-1.0000000000000007
11.9,-1.0000000000000007
11.9,-1.0000000000000007
11.9,-1.0000000000000007
11.9,-1.0000000000000007
11.9,-1.0000000000000007
11.9,-1.0000000000000007
11.9,-1.0000000000000007
11.9,-1.0000000000000009
11.9,-2.000000000000001
11.9,-1.0000000000000009
11.9,-1.0000000000000007
11.9,-1.0000000000000007
11.9,-1.0000000000000009
11.9,-2.000000000000001
11.9,-2.000000000000001
11.9,-1.000000000000001
12.0,-2.000000000000001
12.0,-1.0000000000000009
12.0,-1.0000000000000007
12.0,-1.0000000000000009
12.0,-2.000000000000001
12.0,-1.0000000000000009
12.0,-1.0000000000000007
12.0,-1.0000000000000007
12.0,-1.0000000000000007
12.0,-1.0000000000000009
12.0,-2.000000000000001
12.0,-2.000000000000001
12.0,-1.0000000000000009
12.0,-1.0000000000000007
12.0,-1.0000000000000007
12.0,-1.0000000000000007
12.0,-1.0000000000000007
12.0,-1.0000000000000009
12.0,-2.000000000000001
12.0,-2.000000000000001
12.0,-1.000000000000001
12.0,-2.000000000000001
12.0,-2.0000000000000013
12.0,-2.000000000000001
12.0,-1.000000000000001
12.0,-2.000000000000001
12.0,-1.000000000000001
12.0,-2.000000000000001
12.0,-1.0000000000000009
12.0,-1.0000000000000007
12.0,-1.0000000000000009
12.0,-2.000000000000001
12.0,-1.0000000000000009
12.0,-1.000000000000001
12.0,-3.0000000000000013
12.2,-1.000000000000001
12.2,-2.000000000000001
12.2,-1.000000000000001
12.2,-2.000000000000001
12.2,-2.0000000000000013
12.2,-3.0000000000000013
12.2,-1.000000000000001
12.2,-1.0000000000000009
12.2,-2.000000000000001
12.2,-1.0000000000000009
12.2,-1.0000000000000009
12.2,-2.000000000000001
12.2,-1.0000000000000009
12.2,-1.0000000000000009
12.2,-2.000000000000001
12.2,-2.000000000000001
12.2,-1.000000000000001
12.2,-2.000000000000001
12.2,-1.000000000000001
12.2,-2.000000000000001
12.2,-1.000000000000001
12.2,-2.000000000000001
12.2,-1.0000000000000009
12.2,-1.0000000000000007
12.2,-1.0000000000000007
12.2,-1.0000000000000007
12.2,-1.0000000000000007
12.2,-1.0000000000000007
12.2,-1.0000000000000007
12.2,-1.0000000000000009
12.2,-2.000000000000001
12.2,-1.000000000000001
12.2,-2.000000000000001
12.2,-1.0000000000000009
12.2,-1.0000000000000007
12.2,-1.0000000000000007
12.2,-1.0000000000000009
12.2,-2.000000000000001
12.2,-1.0000000000000009
12.2,-1.0000000000000007
12.2,-1.0000000000000007
12.2,-1.0000000000000007
12.2,-1.0000000000000009
12.2,-2.000000000000001
12.2,-1.0000000000000009
12.2,-1.0000000000000009
12.2,-2.000000000000001
12.2,-1.0000000000000009
12.2,-1.0000000000000009
12.2,-2.000000000000001
12.2,-2.000000000000001
12.2,-1.0000000000000009
12.2,-1.0000000000000009
12.2,-2.000000000000001
12.2,-1.0000000000000009
12.2,-1.0000000000000007
12.2,-1.0000000000000007
12.2,-1.0000000000000007
12.2,-1.0000000000000007
12.2,-1.0000000000000007
12.2,-1.0000000000000007
12.2,-1.0000000000000007
12.2,-1.0000000000000009
12.2,-2.000000000000001
12.2,-2.000000000000001
12.2,-1.0000000000000009
12.2,-1.0000000000000007
12.2,-1.0000000000000007
12.2,-1.0000000000000007
12.2,-1.0000000000000007
12.2,-1.0000000000000009
12.2,-2.000000000000001
12.2,-1.0000000000000009
12.2,-1.0000000000000009
12.2,-2.000000000000001
12.2,-1.0000000000000009
12.2,-1.0000000000000007
12.2,-1.0000000000000007
12.2,-1.0000000000000009
12.2,-2.000000000000001
12.2,-1.0000000000000009
12.2,-1.0000000000000009
12.2,-2.000000000000001
12.2,-1.000000000000001
12.2,-2.000000000000001
12.2,-1.000000000000001
12.2,-2.000000000000001
12.2,-1.0000000000000009
12.2,-1.0000000000000007
12.2,-1.0000000000000007
12.2,-1.0000000000000007
12.2,-1.0000000000000007
12.2,-1.0000000000000007
12.2,-1.0000000000000007
12.2,-1.0000000000000007
12.2,-1.0000000000000007
12.2,-1.0000000000000009
12.2,-2.000000000000001
12.2,-1.0000000000000009
12.2,-1.0000000000000007
12.2,-1.0000000000000009
12.2,-2.000000000000001
12.2,-2.0000000000000013
12.2,-2.000000000000001
12.2,-1.000000000000001
12.2,-2.000000000000001
12.2,-2.0000000000000013
12.2,-2.000000000000001
12.2,-1.0000000000000009
12.2,-1.0000000000000007
12.2,-1.0000000000000007
12.2,-1.0000000000000009
12.2,-2.000000000000001
12.2,-1.000000000000001
12.2,-2.000000000000001
12.2,-1.0000000000000009
12.2,-1.0000000000000007
12.2,-1.0000000000000007
12.2,-1.0000000000000007
12.2,-1.0000000000000009
12.2,-2.000000000000001
12.2,-1.0000000000000009
12.2,-1.0000000000000007
12.2,-1.0000000000000009
12.2,-2.000000000000001
12.2,-1.0000000000000009
12.2,-1.0000000000000007
12.2,-1.0000000000000007
12.2,-1.0000000000000009
12.2,-2.000000000000001
12.5,-1.0000000000000009
12.5,-1.0000000000000007
12.5,-1.000000000000001
12.5,-3.0000000000000013
12.5,-1.000000000000001
12.5,-2.000000000000001
12.5,-1.0000000000000009
12.5,-1.0000000000000009
12.6,-2.000000000000001
12.6,-2.0000000000000013
12.6,-2.000000000000001
12.6,-1.000000000000001
12.6,-2.000000000000001
12.6,-1.000000000000001
12.6,-3.0000000000000013
12.6,-1.000000000000001
12.6,-1.0000000000000009
12.6,-2.000000000000001
12.6,-1.000000000000001
12.6,-2.000000000000001
12.6,-1.000000000000001
12.6,-2.000000000000001
12.6,-1.0000000000000009
12.6,-1.0000000000000009
12.6,-2.000000000000001
12.6,-2.000000000000001
12.6,-1.0000000000000009
12.6,-1.0000000000000009
12.6,-2.000000000000001
12.6,-2.0000000000000013
12.6,-2.000000000000001
12.6,-1.0000000000000009
12.6,-1.0000000000000009
12.6,-2.000000000000001
12.6,-1.000000000000001
12.6,-2.000000000000001
12.6,-1.0000000000000009
12.6,-1.0000000000000009
12.6,-2.000000000000001
12.6,-2.0000000000000013
12.6,-2.0000000000000013
12.6,-2.0000000000000013
12.6,-2.000000000000001
12.8,-1.0000000000000009
12.8,-1.0000000000000009
12.8,-2.000000000000001
12.8,-1.0000000000000009
12.8,-1.0000000000000009
12.8,-2.000000000000001
12.8,-1.0000000000000009
12.8,-1.0000000000000007
12.8,-1.0000000000000009
12.8,-2.000000000000001
12.8,-2.000000000000001
12.8,-1.0000000000000009
12.8,-1.0000000000000007
12.8,-1.0000000000000007
12.8,-1.0000000000000007
12.8,-1.0000000000000007
12.8,-1.0000000000000009
12.8,-2.000000000000001
12.8,-1.0000000000000009
12.8,-1.0000000000000007
12.8,-1.0000000000000007
12.8,-1.0000000000000007
12.8,-1.0000000000000007
12.8,-1.0000000000000007
12.8,-1.0000000000000007
12.8,-1.0000000000000009
12.8,-2.000000000000001
12.8,-2.000000000000001
12.8,-1.000000000000001
12.8,-2.000000000000001
12.8,-1.0000000000000009
12.8,-1.0000000000000009
12.8,-2.000000000000001
12.8,-1.0000000000000009
12.8,-1.0000000000000009
12.8,-2.000000000000001
12.8,-2.000000000000001
12.8,-1.0000000000000009
12.8,-1.0000000000000007
12.8,-1.0000000000000007
12.8,-1.0000000000000007
12.8,-1.0000000000000007
12.8,-1.0000000000000009
12.8,-2.000000000000001
12.8,-1.0000000000000009
12.8,-1.0000000000000007
12.8,-1.0000000000000009
12.8,-2.000000000000001
12.8,-1.0000000000000009
12.8,-1.0000000000000007
12.8,-1.0000000000000007
12.8,-1.0000000000000009
12.8,-2.000000000000001
12.8,-1.0000000000000009
12.8,-1.0000000000000009
12.8,-2.000000000000001
12.8,-1.0000000000000009
12.8,-1.0000000000000007
12.8,-1.0000000000000009
12.8,-2.000000000000001
12.8,-1.0000000000000009
12.8,-1.0000000000000009
12.8,-2.000000000000001
12.8,-2.0000000000000013
12.8,-2.000000000000001
12.8,-1.0000000000000009
12.8,-1.0000000000000009
12.8,-2.000000000000001
12.8,-1.0000000000000009
12.8,-1.0000000000000007
12.8,-1.0000000000000007
12.8,-1.0000000000000009
12.8,-2.000000000000001
12.8,-1.0000000000000009
12.8,-1.0000000000000007
12.8,-1.0000000000000007
12.8,-1.0000000000000007
12.8,-1.0000000000000007
12.8,-1.0000000000000009
12.8,-2.000000000000001
12.8,-1.000000000000001
12.8,-2.000000000000001
12.8,-2.000000000000001
12.8,-1.0000000000000009
12.8,-1.0000000000000009
12.8,-2.000000000000001
12.8,-1.0000000000000009
12.8,-1.0000000000000009
12.8,-2.000000000000001
12.8,-2.000000000000001
12.8,-1.000000000000001
12.8,-2.000000000000001
12.8,-1.0000000000000009
12.8,-1.0000000000000007
12.8,-1.0000000000000007
12.8,-1.0000000000000009
12.8,-2.000000000000001
12.8,-1.0000000000000009
12.8,-1.0000000000000009
12.8,-2.000000000000001
12.8,-1.0000000000000009
12.8,-1.0000000000000007
12.8,-1.0000000000000009
12.8,-2.000000000000001
12.8,-1.0000000000000009
12.8,-1.000000000000001
12.8,-3.0000000000000013
12.8,-1.000000000000001
12.8,-1.0000000000000007
12.8,-1.0000000000000007
12.8,-1.0000000000000009
12.8,-2.000000000000001
12.8,-1.0000000000000009
12.8,-1.0000000000000009
12.8,-2.000000000000001
12.8,-1.0000000000000009
12.8,-1.0000000000000007
12.8,-1.000000000000001
12.8,-3.0000000000000013
12.8,-2.0000000000000013
12.8,-1.0000000000000009
12.8,-1.0000000000000007
12.8,-1.0000000000000009
12.8,-2.000000000000001
12.8,-1.000000000000001
12.8,-2.000000000000001
12.8,-2.0000000000000013
12.8,-3.0000000000000018
12.9,-2.0000000000000013
12.9,-1.000000000000001
12.9,-2.000000000000001
12.9,-1.000000000000001
12.9,-2.000000000000001
12.9,-1.0000000000000009
12.9,-1.0000000000000007
12.9,-1.0000000000000007
12.9,-1.0000000000000009
12.9,-2.000000000000001
12.9,-1.000000000000001
12.9,-3.0000000000000013
12.9,-2.0000000000000013
12.9,-2.000000000000001
12.9,-1.000000000000001
12.9,-2.000000000000001
12.9,-1.0000000000000009
12.9,-1.0000000000000009
12.9,-2.000000000000001
12.9,-2.000000000000001
12.9,-1.000000000000001
12.9,-2.000000000000001
12.9,-1.000000000000001
12.9,-2.000000000000001
12.9,-1.000000000000001
12.9,-2.000000000000001
12.9,-1.000000000000001
12.9,-2.000000000000001
12.9,-2.0000000000000013
12.9,-2.000000000000001
12.9,-1.0000000000000009
12.9,-1.0000000000000009
12.9,-2.000000000000001
12.9,-2.0000000000000013
12.9,-2.000000000000001
12.9,-1.000000000000001
13.0,-2.000000000000001
13.0,-1.0000000000000009
13.0,-1.0000000000000007
13.0,-1.0000000000000007
13.0,-1.0000000000000009
13.0,-2.000000000000001
13.0,-1.0000000000000009
13.0,-1.0000000000000009
13.0,-2.000000000000001
13.0,-2.000000000000001
13.0,-1.000000000000001
13.0,-2.000000000000001
13.0,-1.000000000000001
13.0,-2.000000000000001
13.0,-2.0000000000000013
13.0,-2.0000000000000013
13.0,-2.0000000000000013
13.0,-2.000000000000001
13.0,-1.0000000000000009
13.0,-1.0000000000000009
13.0,-2.000000000000001
13.0,-1.0000000000000009
13.0,-1.0000000000000009
13.0,-2.000000000000001
13.0,-2.000000000000001
13.0,-1.000000000000001
13.0,-3.0000000000000013
13.0,-1.000000000000001
13.0,-1.0000000000000007
13.0,-1.0000000000000007
13.0,-1.0000000000000009
13.0,-2.000000000000001
13.0,-2.000000000000001
13.0,-1.000000000000001
13.0,-2.000000000000001
13.0,-2.000000000000001
13.0,-1.0000000000000009
13.0,-1.0000000000000007
13.0,-1.0000000000000009
13.0,-2.000000000000001
13.0,-1.0000000000000009
13.0,-1.0000000000000007
13.0,-1.0000000000000009
13.0,-2.000000000000001
13.0,-2.0000000000000013
13.0,-2.000000000000001
13.0,-1.000000000000001
13.1,-2.000000000000001
13.1,-1.0000000000000009
13.1,-1.0000000000000007
13.1,-1.0000000000000007
13.2,-1.0000000000000009
13.2,-2.000000000000001
13.2,-2.0000000000000013
13.2,-2.0000000000000013
13.2,-2.0000000000000013
13.2,-2.0000000000000013
13.2,-2.000000000000001
13.2,-1.000000000000001
13.2,-2.000000000000001
13.2,-2.0000000000000013
13.2,-2.0000000000000013
13.2,-2.0000000000000013
13.2,-2.0000000000000013
13.2,-3.0000000000000018
13.2,-2.0000000000000013
13.2,-2.0000000000000013
13.2,-2.000000000000001
13.2,-1.000000000000001
13.2,-3.0000000000000013
13.2,-1.000000000000001
13.2,-2.0000000000000013
13.2,-3.0000000000000018
13.2,-2.0000000000000013
13.2,-2.0000000000000013
13.2,-2.0000000000000013
13.2,-2.0000000000000013
13.2,-2.0000000000000013
13.2,-2.0000000000000013
13.2,-2.000000000000001
13.2,-1.000000000000001
13.2,-2.000000000000001
13.2,-2.000000000000001
13.2,-1.0000000000000013
13.2,-4.000000000000002
13.2,-2.0000000000000018
13.2,-2.0000000000000013
13.2,-3.0000000000000013
13.2,-1.000000000000001
13.2,-1.0000000000000009
13.2,-2.000000000000001
13.2,-2.0000000000000013
13.2,-2.000000000000001
13.2,-1.0000000000000009
13.2,-1.0000000000000009
13.2,-2.000000000000001
13.2,-1.000000000000001
13.2,-2.000000000000001
13.2,-2.000000000000001
13.2,-1.000000000000001
13.2,-2.0000000000000013
13.2,-3.0000000000000018
13.2,-2.0000000000000013
13.2,-2.0000000000000013
13.2,-2.0000000000000013
13.2,-2.0000000000000013
13.2,-2.000000000000001
13.2,-1.000000000000001
13.2,-2.000000000000001
13.2,-1.0000000000000009
13.2,-1.0000000000000007
13.2,-1.0000000000000009
13.2,-2.000000000000001
13.2,-2.000000000000001
13.2,-1.0000000000000009
13.2,-1.0000000000000007
13.2,-1.0000000000000007
13.2,-1.0000000000000007
13.2,-1.0000000000000007
13.2,-1.0000000000000009
13.2,-2.000000000000001
13.2,-2.0000000000000013
13.2,-2.0000000000000013
13.2,-2.000000000000001
13.2,-1.000000000000001
13.2,-2.000000000000001
13.2,-1.000000000000001
13.2,-2.000000000000001
13.2,-1.0000000000000009
13.2,-1.0000000000000007
13.2,-1.0000000000000009
13.4,-2.000000000000001
13.4,-1.000000000000001
13.4,-2.000000000000001
13.4,-1.0000000000000009
13.4,-1.0000000000000009
13.4,-2.000000000000001
13.4,-1.0000000000000009
13.4,-1.0000000000000007
13.4,-1.0000000000000007
13.4,-1.0000000000000007
13.4,-1.0000000000000007
13.4,-1.0000000000000007
13.4,-1.0000000000000007
13.4,-1.0000000000000009
13.4,-2.000000000000001
13.4,-1.0000000000000009
13.4,-1.0000000000000007
13.4,-1.0000000000000007
13.4,-1.0000000000000007
13.4,-1.0000000000000007
13.4,-1.0000000000000007
13.4,-1.0000000000000009
13.4,-2.000000000000001
13.4,-1.000000000000001
13.4,-3.0000000000000013
13.4,-1.000000000000001
13.4,-1.0000000000000009
13.4,-2.000000000000001
13.4,-2.0000000000000013
13.4,-2.000000000000001
13.4,-1.0000000000000009
13.4,-1.000000000000001
13.5,-3.0000000000000013
13.5,-1.000000000000001
13.5,-2.000000000000001
13.5,-2.0000000000000013
13.5,-2.000000000000001
13.5,-1.0000000000000009
13.5,-1.0000000000000009
13.5,-2.000000000000001
13.5,-2.000000000000001
13.5,-1.0000000000000009
13.5,-1.0000000000000007
13.5,-1.0000000000000009
13.5,-2.000000000000001
13.5,-2.000000000000001
13.5,-1.000000000000001
13.5,-3.0000000000000013
13.5,-2.0000000000000013
13.5,-2.0000000000000013
13.5,-2.0000000000000013
13.5,-2.000000000000001
13.5,-1.000000000000001
13.5,-2.000000000000001
13.5,-2.0000000000000013
13.5,-2.000000000000001
13.5,-1.000000000000001
13.5,-2.000000000000001
13.5,-2.0000000000000013
13.5,-2.0000000000000013
13.5,-3.0000000000000018
13.5,-2.0000000000000013
